,posted_on,bhk,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,rent,floor_number,3_or_less_bhk,size_type,normalize_rent,Standardization_size
4261,2022-05-25,3,1250.0,2 out of 6,super area,qutub shahi tombs,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,20000,2.0,0,large,0.33098591549295775,0.9598687094415153
4262,2022-07-06,2,1000.0,Ground out of 1,carpet area,"beeramguda, ramachandra puram, nh 9",hyderabad,Semi-Furnished,bachelors,2.0,Contact Owner,11000,0.0,1,medium,0.17253521126760565,0.37615404850709455
4263,2022-06-14,2,1000.0,Ground out of 4,super area,mehdipatnam,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,15000,0.0,1,medium,0.24295774647887328,0.37615404850709455
4264,2022-06-23,3,1800.0,Ground out of 1,super area,bandlaguda jagir,hyderabad,Unfurnished,bachelors/family,3.0,Contact Owner,17000,0.0,0,large,0.278169014084507,2.244040963497241
4265,2022-06-06,2,2000.0,1 out of 3,carpet area,srisailam highway,hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,20000,1.0,1,large,0.33098591549295775,2.7110126922447773
4266,2022-07-08,3,1500.0,1 out of 6,super area,peeramcheru,hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,20000,1.0,0,large,0.33098591549295775,1.543583370375936
4267,2022-07-08,2,1050.0,3 out of 4,super area,"uppal, nh 2 2",kolkata,Unfurnished,bachelors/family,3.0,Contact Owner,12000,3.0,1,medium,0.19014084507042256,0.4928969806939787
4268,2022-06-18,2,1100.0,1 out of 7,super area,"upparpally, hyderabad expressway",hyderabad,Furnished,bachelors/family,2.0,Contact Owner,25000,1.0,1,medium,0.41901408450704225,0.6096399128808628
4269,2022-07-08,2,1000.0,2 out of 3,carpet area,attapur,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,11500,2.0,1,medium,0.1813380281690141,0.37615404850709455
4270,2022-05-27,2,700.0,2 out of 3,carpet area,meerpet,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,6500,2.0,1,medium,0.09330985915492958,-0.32430354461421035
4271,2022-05-21,1,750.0,1 out of 2,super area,"mallampet, outer ring road",hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,10000,1.0,1,medium,0.15492957746478875,-0.20756061242732624
4272,2022-06-29,1,450.0,2 out of 6,super area,sainikpuri,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,6000,2.0,1,small,0.08450704225352114,-0.9080182055486311
4273,2022-05-20,3,1000.0,1 out of 2,super area,"malakpet, nh 9",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,14000,1.0,0,medium,0.22535211267605634,0.37615404850709455
4274,2022-07-06,3,1500.0,,carpet area,gachibowli,hyderabad,Semi-Furnished,family,3.0,Contact Agent,34000,-1.0,0,large,0.5774647887323944,1.543583370375936
4276,2022-05-07,2,1450.0,2 out of 3,carpet area,unknown place,delhi,Semi-Furnished,bachelors/family,2.0,Contact Owner,20000,2.0,1,large,0.33098591549295775,1.4268404381890518
4278,2022-05-23,2,650.0,3 out of 5,carpet area,"beeramguda, ramachandra puram, nh 9",mumbai,Unfurnished,bachelors/family,2.0,Contact Owner,10000,3.0,1,medium,0.15492957746478875,-0.44104647680109454
4279,2022-06-06,3,1500.0,5 out of 5,carpet area,kondapur,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Agent,30000,5.0,0,large,0.5070422535211269,1.543583370375936
4280,2022-06-14,2,900.0,,carpet area,puppalaguda,hyderabad,Furnished,bachelors/family,3.0,Contact Owner,13000,-1.0,1,medium,0.20774647887323944,0.14266818413332624
4282,2022-06-12,2,600.0,4 out of 7,super area,"alijapur, qutub shahi tombs",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,8000,4.0,1,medium,0.11971830985915494,-0.5577894089879787
4287,2022-07-08,2,1150.0,4 out of 5,super area,suchitra circle,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,15000,4.0,1,large,0.24295774647887328,0.726382845067747
4288,2022-06-14,2,110.0,2 out of 3,super area,unknown place,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,15000,2.0,1,small,0.24295774647887328,-1.7018701444194433
4289,2022-07-04,2,103.0,Ground out of 1,super area,sainikpuri,chennai,Unfurnished,bachelors/family,2.0,Contact Owner,10000,0.0,1,small,0.15492957746478875,-1.7182141549256071
4290,2022-06-25,2,1050.0,,carpet area,"hayathnagar, nh 9",hyderabad,Unfurnished,bachelors,2.0,Contact Owner,10000,-1.0,1,medium,0.15492957746478875,0.4928969806939787
4292,2022-05-21,2,1170.0,2 out of 4,super area,"sitaphalmandi, padmarao nagar",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,15000,2.0,1,large,0.24295774647887328,0.7730800179425007
4293,2022-06-20,2,167.0,Ground out of 1,super area,"hari hara puram, b n reddy nagar",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,9500,0.0,1,small,0.14612676056338028,-1.5687832017263954
4294,2022-05-25,1,500.0,2 out of 2,super area,in bandlaguda jagir,hyderabad,Semi-Furnished,bachelors/family,1.0,Contact Owner,6500,2.0,1,small,0.09330985915492958,-0.791275273361747
4295,2022-05-07,1,600.0,Ground out of 4,super area,jubilee hills,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,10000,0.0,1,medium,0.15492957746478875,-0.5577894089879787
4297,2022-05-12,1,200.0,Ground out of 2,carpet area,moula ali,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,3300,0.0,1,small,0.0369718309859155,-1.4917328664830518
4298,2022-06-10,3,600.0,1 out of 2,super area,"upparpally, hyderabad expressway",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,12000,1.0,0,medium,0.19014084507042256,-0.5577894089879787
4299,2022-06-18,2,900.0,2 out of 4,super area,"himayath nagar, nh 7",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,20000,2.0,1,medium,0.33098591549295775,0.14266818413332624
4300,2022-07-08,2,800.0,,super area,bandlaguda jagir,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,12000,-1.0,1,medium,0.19014084507042256,-0.09081768024044207
4301,2022-05-31,3,1000.0,2 out of 4,carpet area,opposite andhra mahila sabha,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,20000,2.0,0,medium,0.33098591549295775,0.37615404850709455
4303,2022-05-05,2,1400.0,,super area,unknown place,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,10000,-1.0,1,large,0.15492957746478875,1.3100975060021678
4304,2022-05-06,1,550.0,Ground out of 2,super area,unknown place,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,8500,0.0,1,medium,0.12852112676056338,-0.6745323411748628
4308,2022-06-29,3,1430.0,,carpet area,dr a.s. rao nagar,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,15500,-1.0,0,large,0.25176056338028174,1.3801432653142982
4309,2022-07-08,2,1200.0,2 out of 25,super area,nanakaramguda,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,30000,2.0,1,large,0.5070422535211269,0.8431257772546311
4310,2022-06-18,2,1197.0,,carpet area,dammaiguda,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,10000,-1.0,1,large,0.15492957746478875,0.836121201323418
4311,2022-07-06,2,1150.0,2 out of 5,carpet area,kondapur,hyderabad,Semi-Furnished,bachelors,2.0,Contact Owner,18000,2.0,1,large,0.295774647887324,0.726382845067747
4312,2022-05-06,3,500.0,4 out of 5,super area,kondapur,hyderabad,Semi-Furnished,bachelors/family,1.0,Contact Owner,12000,4.0,0,small,0.19014084507042256,-0.791275273361747
4313,2022-05-25,2,1200.0,Ground out of 2,carpet area,"gandhamguda, bairagiguda",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,9000,0.0,1,large,0.13732394366197184,0.8431257772546311
4314,2022-05-06,1,500.0,2 out of 4,super area,gajularamaram,mumbai,Semi-Furnished,bachelors/family,2.0,Contact Owner,6000,2.0,1,small,0.08450704225352114,-0.791275273361747
4316,2022-07-06,2,1100.0,1 out of 5,super area,unknown place,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,36000,1.0,1,medium,0.6126760563380282,0.6096399128808628
4318,2022-06-02,3,1500.0,2 out of 5,super area,"habsiguda, nh 2 2",hyderabad,Furnished,family,3.0,Contact Owner,20000,2.0,0,large,0.33098591549295775,1.543583370375936
4319,2022-06-18,1,500.0,4 out of 4,super area,kphb road,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,9000,4.0,1,small,0.13732394366197184,-0.791275273361747
4320,2022-06-24,2,850.0,2 out of 3,super area,dellapur,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,9500,2.0,1,medium,0.14612676056338028,0.025925251946442084
4321,2022-05-20,2,1000.0,2 out of 3,super area,unknown place,hyderabad,Unfurnished,bachelors,2.0,Contact Owner,7000,2.0,1,medium,0.10211267605633803,0.37615404850709455
4322,2022-05-18,3,100.0,1 out of 1,carpet area,masab tank,hyderabad,Unfurnished,bachelors/family,3.0,Contact Owner,17000,1.0,0,small,0.278169014084507,-1.7252187308568203
4323,2022-06-14,2,1140.0,,super area,"miyapur, nh 9",hyderabad,Furnished,bachelors/family,2.0,Contact Owner,19500,-1.0,1,large,0.32218309859154937,0.7030342586303702
4324,2022-07-06,2,1100.0,2 out of 3,super area,masab tank,kolkata,Furnished,bachelors/family,1.0,Contact Owner,25000,2.0,1,medium,0.41901408450704225,0.6096399128808628
4325,2022-06-06,3,1400.0,3 out of 4,super area,"bolarum, medchal road",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,14000,3.0,0,large,0.22535211267605634,1.3100975060021678
4326,2022-07-06,2,1350.0,3 out of 5,super area,"kukatpally, nh 9",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,16000,3.0,1,large,0.2605633802816901,1.1933545738152835
4327,2022-06-08,1,180.0,Ground out of 2,carpet area,"kachiguda, nh 2 2",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,15000,0.0,1,small,0.24295774647887328,-1.5384300393578056
4328,2022-05-16,2,1250.0,2 out of 6,super area,"lb nagar, nh 9",hyderabad,Furnished,bachelors/family,2.0,Contact Owner,13000,2.0,1,large,0.20774647887323944,0.9598687094415153
4329,2022-05-11,3,1300.0,2 out of 5,super area,peeramcheru,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,12000,2.0,0,large,0.19014084507042256,1.0766116416283995
4330,2022-07-09,2,840.0,2 out of 4,super area,old nallakunta,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,12000,2.0,1,medium,0.19014084507042256,0.0025766655090652527
4331,2022-05-03,2,1200.0,1 out of 3,super area,dammaiguda,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,7500,1.0,1,large,0.1109154929577465,0.8431257772546311
4332,2022-05-20,2,700.0,,super area,"habsiguda, nh 2 2",hyderabad,Furnished,bachelors/family,2.0,Contact Owner,13000,-1.0,1,medium,0.20774647887323944,-0.32430354461421035
4334,2022-07-10,2,1100.0,1 out of 12,carpet area,"miyapur, nh 9",hyderabad,Furnished,family,2.0,Contact Agent,22000,1.0,1,medium,0.3661971830985916,0.6096399128808628
4335,2022-04-28,2,1000.0,Ground out of 2,carpet area,"uppal, nh 2 2",bangalore,Semi-Furnished,bachelors/family,2.0,Contact Owner,18000,0.0,1,medium,0.295774647887324,0.37615404850709455
4337,2022-06-22,2,1600.0,2 out of 5,super area,attapur,hyderabad,Semi-Furnished,family,3.0,Contact Owner,16500,2.0,1,large,0.2693661971830986,1.7770692347497044
4338,2022-05-24,2,1550.0,1 out of 5,carpet area,bandlaguda jagir,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,13000,1.0,1,large,0.20774647887323944,1.6603263025628203
4339,2022-06-25,1,600.0,Ground out of 4,carpet area,unknown place,chennai,Semi-Furnished,bachelors/family,1.0,Contact Owner,6000,0.0,1,medium,0.08450704225352114,-0.5577894089879787
4340,2022-07-06,1,500.0,,super area,rtc cross road,hyderabad,Semi-Furnished,bachelors/family,1.0,Contact Owner,6000,-1.0,1,small,0.08450704225352114,-0.791275273361747
4341,2022-07-10,2,1100.0,,carpet area,"himayath nagar, nh 7",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Agent,21000,-1.0,1,medium,0.3485915492957746,0.6096399128808628
4342,2022-05-07,3,1000.0,2 out of 2,carpet area,"manikonda, outer ring road",hyderabad,Furnished,family,1.0,Contact Owner,10000,2.0,0,medium,0.15492957746478875,0.37615404850709455
4346,2022-05-12,2,1100.0,Ground out of 2,super area,kapra,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,10000,0.0,1,medium,0.15492957746478875,0.6096399128808628
4347,2022-05-12,2,950.0,2 out of 3,super area,chanda nagar,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,9000,2.0,1,medium,0.13732394366197184,0.2594111163202104
4348,2022-07-01,2,1000.0,2 out of 3,carpet area,rock town colony,mumbai,Semi-Furnished,bachelors,3.0,Contact Owner,10000,2.0,1,medium,0.15492957746478875,0.37615404850709455
4349,2022-04-29,2,1200.0,1 out of 3,super area,"hayathnagar, nh 9",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,8000,1.0,1,large,0.11971830985915494,0.8431257772546311
4352,2022-06-10,2,1000.0,2 out of 16,carpet area,medipally,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,8500,2.0,1,medium,0.12852112676056338,0.37615404850709455
4354,2022-06-18,2,600.0,Ground out of 2,super area,meerpet,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,5000,0.0,1,medium,0.06690140845070423,-0.5577894089879787
4357,2022-06-12,4,1000.0,,super area,ram nagar,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,12000,-1.0,0,medium,0.19014084507042256,0.37615404850709455
4358,2022-06-10,2,1100.0,3 out of 4,super area,"kachiguda, nh 2 2",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,15500,3.0,1,medium,0.25176056338028174,0.6096399128808628
4359,2022-05-17,3,1450.0,4 out of 7,super area,unknown place,hyderabad,Unfurnished,family,2.0,Contact Owner,26000,4.0,0,large,0.43661971830985913,1.4268404381890518
4360,2022-05-05,1,550.0,2 out of 3,super area,"rasoolpura, mahatma gandhi road",hyderabad,Semi-Furnished,bachelors/family,1.0,Contact Owner,8000,2.0,1,medium,0.11971830985915494,-0.6745323411748628
4361,2022-06-30,2,933.0,2 out of 5,carpet area,kompally,hyderabad,Unfurnished,bachelors,2.0,Contact Owner,12000,2.0,1,medium,0.19014084507042256,0.21971851937666978
4362,2022-07-02,3,1100.0,1 out of 10,carpet area,prashanth nagar,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,15000,1.0,0,medium,0.24295774647887328,0.6096399128808628
4364,2022-05-28,3,1150.0,2 out of 4,carpet area,"pragathi nagar, moosapet",hyderabad,Semi-Furnished,family,3.0,Contact Owner,20000,2.0,0,large,0.33098591549295775,0.726382845067747
4366,2022-06-02,2,1000.0,2 out of 3,super area,kondapur,delhi,Unfurnished,bachelors/family,2.0,Contact Owner,18000,2.0,1,medium,0.295774647887324,0.37615404850709455
4367,2022-06-04,3,1400.0,3 out of 4,carpet area,"lb nagar, nh 9",kolkata,Semi-Furnished,family,3.0,Contact Owner,21000,3.0,0,large,0.3485915492957746,1.3100975060021678
4369,2022-05-19,1,1700.0,7 out of 14,carpet area,"hafeezpet, nh 9",hyderabad,Semi-Furnished,family,3.0,Contact Owner,26000,7.0,1,large,0.43661971830985913,2.0105550991234726
4372,2022-06-29,2,1440.0,1 out of 3,super area,attapur,hyderabad,Semi-Furnished,family,2.0,Contact Owner,12000,1.0,1,large,0.19014084507042256,1.403491851751675
4375,2022-05-24,2,1200.0,2 out of 2,super area,"beeramguda, ramachandra puram, nh 9",hyderabad,Unfurnished,bachelors,2.0,Contact Owner,10000,2.0,1,large,0.15492957746478875,0.8431257772546311
4377,2022-05-23,1,1050.0,2 out of 3,carpet area,"banjara hills, nh 9",hyderabad,Furnished,bachelors,1.0,Contact Agent,32000,2.0,1,medium,0.5422535211267606,0.4928969806939787
4378,2022-07-07,1,400.0,4 out of 4,carpet area,humayun nagar,hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,7000,4.0,1,small,0.10211267605633803,-1.0247611377355152
4379,2022-07-06,2,1350.0,,super area,gachibowli,hyderabad,Semi-Furnished,bachelors,2.0,Contact Agent,30000,-1.0,1,large,0.5070422535211269,1.1933545738152835
4380,2022-05-17,3,1960.0,13 out of 25,super area,"nallagandla, serilingampally",hyderabad,Unfurnished,bachelors,3.0,Contact Agent,40000,13.0,0,large,0.6830985915492959,2.61761834649527
4382,2022-07-02,2,1000.0,2 out of 5,super area,unknown place,hyderabad,Unfurnished,bachelors,2.0,Contact Owner,15000,2.0,1,medium,0.24295774647887328,0.37615404850709455
4383,2022-06-29,2,1100.0,1 out of 4,super area,begumpet,hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,18000,1.0,1,medium,0.295774647887324,0.6096399128808628
4384,2022-05-29,3,1480.0,2 out of 3,carpet area,nizam colony,hyderabad,Furnished,bachelors/family,3.0,Contact Owner,25000,2.0,0,large,0.41901408450704225,1.4968861975011825
4385,2022-06-22,1,700.0,Ground out of 3,carpet area,"hafeezpet, nh 9",hyderabad,Unfurnished,bachelors/family,1.0,Contact Owner,8500,0.0,1,medium,0.12852112676056338,-0.32430354461421035
4386,2022-06-13,3,1500.0,5 out of 6,super area,"miyapur, nh 9",hyderabad,Furnished,bachelors/family,2.0,Contact Owner,20000,5.0,0,large,0.33098591549295775,1.543583370375936
4387,2022-06-25,2,1000.0,,super area,upperpally,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,12000,-1.0,1,medium,0.19014084507042256,0.37615404850709455
4388,2022-06-11,2,900.0,1 out of 3,super area,toli chowki,hyderabad,Semi-Furnished,bachelors,1.0,Contact Owner,12500,1.0,1,medium,0.198943661971831,0.14266818413332624
4390,2022-07-06,2,1100.0,2 out of 2,super area,unknown place,hyderabad,Unfurnished,bachelors/family,3.0,Contact Owner,10000,2.0,1,medium,0.15492957746478875,0.6096399128808628
4391,2022-07-06,1,1300.0,3 out of 3,carpet area,unknown place,hyderabad,Semi-Furnished,bachelors,2.0,Contact Owner,18000,3.0,1,large,0.295774647887324,1.0766116416283995
4392,2022-05-12,3,1275.0,,carpet area,"rajendra nagar, outer ring road",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,12000,-1.0,0,large,0.19014084507042256,1.0182401755349575
4393,2022-05-19,3,1265.0,2 out of 5,super area,"pragathi nagar, kukatpally",hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,13000,2.0,0,large,0.20774647887323944,0.9948915890975806
4394,2022-04-29,1,700.0,1 out of 3,carpet area,panjagutta colony,hyderabad,Unfurnished,bachelors,1.0,Contact Owner,13000,1.0,1,medium,0.20774647887323944,-0.32430354461421035
4395,2022-05-20,2,1150.0,1 out of 5,super area,madhapur,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,25000,1.0,1,large,0.41901408450704225,0.726382845067747
4396,2022-07-07,2,850.0,Ground out of 2,carpet area,"srinivasa colony, secunderabad",hyderabad,Semi-Furnished,family,2.0,Contact Owner,9000,0.0,1,medium,0.13732394366197184,0.025925251946442084
4397,2022-04-29,2,1285.0,,super area,unknown place,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,10000,-1.0,1,large,0.15492957746478875,1.0415887619723343
4398,2022-07-06,3,2000.0,Ground out of 2,super area,thumukunta,hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,15000,0.0,0,large,0.24295774647887328,2.7110126922447773
4399,2022-07-06,2,1000.0,1 out of 1,super area,"bolarum, medchal road",hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,20000,1.0,1,medium,0.33098591549295775,0.37615404850709455
4402,2022-06-14,2,1000.0,1 out of 3,super area,toli chowki,hyderabad,Semi-Furnished,bachelors/family,3.0,Contact Owner,10000,1.0,1,medium,0.15492957746478875,0.37615404850709455
4403,2022-06-18,2,800.0,Ground out of 5,super area,"chintal, nh 7",hyderabad,Unfurnished,bachelors/family,2.0,Contact Owner,10000,0.0,1,medium,0.15492957746478875,-0.09081768024044207
4404,2022-05-05,2,1400.0,Ground out of 1,super area,ammenpur,hyderabad,Furnished,bachelors/family,2.0,Contact Owner,10000,0.0,1,large,0.15492957746478875,1.3100975060021678
4405,2022-07-07,2,1350.0,,carpet area,hitech city,hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,24000,-1.0,1,large,0.4014084507042254,1.1933545738152835
4406,2022-05-01,2,1100.0,1 out of 4,super area,"hyder nagar, nh 9",hyderabad,Semi-Furnished,bachelors/family,2.0,Contact Owner,13000,1.0,1,medium,0.20774647887323944,0.6096399128808628
